Annotation,Gene length,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names,Croco_%ID_x,Croco_%ID_y,Croco_%ID,FOX probability,Prob_per_len
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
alr1004,1246,alr1004,D4P2J9,WP_010995178,,,,,,Alanine-glyoxylate aminotransferase,,,,0.1344517675,0.00010790671548956662
all4180,850,all4180,Q8YPL4,WP_010998319,,,,,,All4180 protein,,,,0.19040018599999997,0.0002240002188235294
all0112,820,all0112,Q8Z0I4,WP_010994289,2.0,5.0,0.0,5.0,98.6405,All0112 protein,0.0,0.0,0.0,0.09357406425,0.00011411471250000001
all1958,1192,all1958,Q8YVL7,WP_010996122,,,,,,All1958 protein,,,,0.12793965125,0.00010733192218959733
asr3960,334,asr3960,Q8YQ75,WP_010998101,,,,,,Asr3960 protein,,,,0.210378527,0.0006298758293413174
all5327,1780,all5327,Q8YLH1,WP_010999451,,,,,,histidine kinase (EC 2.7.13.3),,,,0.19357748175000003,0.00010875139424157305
alr4720,406,alr4720,Q8YN50,WP_010998851,,,,,,Alr4720 protein,,,,0.13669626575,0.000336690309729064
all1848,931,all1848,Q8YVX1,WP_010996016,,,,,,All1848 protein,,,,0.14381646974999998,0.00015447526288936626
alr2296,1381,alr2296,Q8YUN9,WP_010996453,,,,,,Alr2296 protein,,,,0.13717549125,9.933055123099203e-05
all1776,2110,all1776,Q8YW40,WP_010995944,,,,,,All1776 protein,,,,0.13793012,6.536972511848341e-05
all2997,1495,all2997,Q8YST7,WP_010997148,0.0,5.0,0.0,5.0,89.34349999999999,Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20),0.0,0.0,0.0,0.130970178,8.76054702341137e-05
alr2431,535,alr2431,Q8YUC1,WP_010996587,,,,,,Alr2431 protein,,,,0.12033121475,0.00022491815841121495
alr4521,862,alr4521,Q8YNP3,WP_010998654,,,,,,Alr4521 protein,,,,0.185106528,0.0002147407517401392
alr3336,985,alr3336,Q8YRV6,WP_010997487,,,,,,Alr3336 protein,,,,0.16196292425,0.00016442936472081218
all0138,1630,all0138,P20093,WP_010994315,3.0,10.0,5.0,5.0,96.2675,Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47),87.992,87.992,87.992,0.040756677,2.5004096319018404e-05
alr4716,1507,alr4716,Q8YN54,WP_010998847,,,,,,histidine kinase (EC 2.7.13.3),,,,0.17405055724999996,0.00011549472942932977
asr2985,316,asr2985,Q8YSU7,WP_010997136,,,,,,Asr2985 protein,,,,0.14720786274999997,0.00046584766693037966
all2236,2677,all2236,Q8YUU5,WP_010996394,,,,,,Ferrichrome-iron receptor,,,,0.13272443775,4.9579543425476284e-05
all2281,799,all2281,Q8YUQ4,WP_010996438,,,,,,Two-component response regulator,,,,0.16369862525,0.0002048793807884856
alr1744,1255,alr1744,Q8YW72,WP_010995912,3.0,10.0,5.0,5.0,95.24325,Sulfolipid biosynthesis protein,87.24,87.24,87.24,0.1161106185,9.251842111553785e-05
alr3424,1105,alr3424,Q8YRM2,WP_010997574,0.0,5.0,0.0,5.0,89.96975,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)",0.0,0.0,0.0,0.14878315874999998,0.00013464539253393664
all2928,412,all2928,Q44554,WP_010997079,2.0,16.0,0.0,16.0,90.66875,Putative RNA-binding protein RbpB,0.0,0.0,0.0,0.0335775115000084,8.149881432040874e-05
alr4030,973,alr4030,Q8YQ10,WP_010998170,,,,,,Alr4030 protein,,,,0.166461165,0.00017108033401849949
all1574,838,all1574,Q8YWN1,WP_010995743,,,,,,All1574 protein,,,,0.13417428775,0.00016011251521479714
all2026,451,all2026,Q8YVF2,WP_010996187,,,,,,All2026 protein,,,,0.14088566625,0.00031238506929046566
all4500,727,all4500,Q8YNR2,WP_010998633,,,,,,Transcriptional regulator,,,,0.23197018349999998,0.0003190786568088033
alr0252,1990,alr0252,Q8Z050,WP_010994429,0.0,5.0,0.0,5.0,89.54425,Na+/H+ antiporter,0.0,0.0,0.0,0.11023543699999999,5.539469195979899e-05
all0932,1129,all0932,Q8YYB8,WP_010995106,,,,,,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),,,,0.131026851,0.00011605566961913198
all2425,868,all2425,Q8YUC7,WP_010996581,,,,,,All2425 protein,,,,0.10950920725,0.00012616268116359447
all0748,571,all0748,Q8YYU8,WP_010994922,,,,,,All0748 protein,,,,0.078742034,0.00013790198598949213
alr4224,427,alr4224,Q8YPH0,WP_010998362,,,,,,Alr4224 protein,,,,0.21761680425000002,0.0005096412277517565
all3290,1630,all3290,Q8YS02,WP_010997441,,,,,,All3290 protein,,,,0.14770796775,9.061838512269939e-05
alr2201,616,alr2201,Q8YUY0,WP_010996359,,,,,,Alr2201 protein,,,,0.167287722,0.00027157097727272726
alr1810,1129,alr1810,Q8YW06,WP_010995978,,,,,,Alr1810 protein,,,,0.12754759300000001,0.00011297395305580161
all3108,481,all3108,Q8YSH7,WP_010997259,,,,,,All3108 protein,,,,0.18582388724999999,0.0003863282479209979
all0858,436,all0858,Q8YYJ0,WP_010995032,,,,,,All0858 protein,,,,0.12576230625,0.00028844565653669726
asr4076,316,asr4076,Q8YPW4,WP_010998216,0.0,5.0,0.0,5.0,89.68674999999999,Asr4076 protein,0.0,0.0,0.0,0.14789891424999999,0.00046803453876582274
all0423,1459,all0423,Q8YZN4,WP_010994599,,,,,,All0423 protein,,,,0.10303131775,7.061776405071967e-05
asr3544,334,asr3544,Q8YRA4,WP_010997694,,,,,,Asr3544 protein,,,,0.159983379,0.00047899215269461083
all3579,568,all3579,Q8YR71,WP_010997728,,,,,,All3579 protein,,,,0.14204397325,0.00025007741769366196
alr2766,427,alr2766,Q8YTF1,WP_010996919,,,,,,Transcriptional regulator,,,,0.14390701675,0.00033701877459016395
alr4634,523,alr4634,Q8YND2,WP_010998765,,,,,,Alr4634 protein,,,,0.21825154449999998,0.0004173069684512428
all1932,1273,all1932,Q8YVP2,WP_010996096,,,,,,All1932 protein,,,,0.11784978874999999,9.257642478397486e-05
alr5209,490,alr5209,Q8YLT7,WP_010999333,,,,,,Alr5209 protein,,,,0.1477528345,0.00030153639693877556
alr2616,532,alr2616,Q8YTU7,WP_010996772,,,,,,Alr2616 protein,,,,0.16449206524999999,0.00030919561137218043
alr3720,490,alr3720,Q8YQU6,WP_010997863,,,,,,Alr3720 protein,,,,0.17893550225,0.0003651744943877551
all3652,2449,all3652,Q8YR06,WP_010997796,,,,,,Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II),,,,0.27314199650000004,0.0001115320524703961
alr3027,1438,alr3027,Q8YSQ7,WP_010997178,,,,,,Alr3027 protein,,,,0.16039152875,0.00011153791985396385
asr4549,382,asr4549,Q8YNL6,WP_010998681,,,,,,Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD),,,,0.10949822549999999,0.00028664456937172773
all1467,844,all1467,Q8YWX7,WP_010995637,,,,,,All1467 protein,,,,0.152110754,0.00018022601184834123
alr5027,598,alr5027,Q8YMA7,WP_010999153,,,,,,Alr5027 protein,,,,0.23994805425000001,0.0004012509268394649
alr3707,838,alr3707,Q93TN0,WP_010997850,0.0,5.0,0.0,5.0,87.66874999999999,Phycocyanobilin:ferredoxin oxidoreductase (PCB:ferredoxin oxidoreductase) (EC 1.3.7.5),0.0,0.0,0.0,0.11278479275,0.00013458805817422436
all3047,1045,all3047,Q8YSN7,WP_010997198,,,,,,All3047 protein,,,,0.17048326324999996,0.00016314187870813393
alr3377,748,alr3377,Q8YRR6,WP_010997528,,,,,,Alr3377 protein,,,,0.11011454575,0.00014721195955882352
asl4748,328,asl4748,Q8YN22,WP_010998879,1.0,5.0,0.0,5.0,90.66675,Asl4748 protein,0.0,0.0,0.0,0.13342048925,0.00040676978429878046
all0007,664,all0007,P12407,WP_010994184,,,,,,ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b),,,,0.031747129,4.781194126506024e-05
alr2482,1480,alr2482,Q8YU72,WP_010996638,,,,,,Nicotinate phosphoribosyltransferase (EC 6.3.4.21),,,,0.17488883174999997,0.0001181681295608108
all4348,1288,all4348,Q8YP52,WP_010998485,,,,,,All4348 protein,,,,0.19544342925,0.00015174179289596272
all0324,1444,all0324,Q8YZY0,WP_010994500,,,,,,All0324 protein,,,,0.118482627,8.205168074792243e-05
asl0873,304,asl0873,Q8YYH5,WP_010995047,,,,,,CAB/ELIP/HLIP superfamily,,,,0.14291212074999998,0.00047010566036184204
alr5230,1195,alr5230,Q8YLR6,WP_010999354,,,,,,Alr5230 protein,,,,0.197617188,0.00016537003179916318
all0147,493,all0147,Q8Z0F0,WP_010994324,,,,,,Large ribosomal subunit protein bL21 (50S ribosomal protein L21),,,,0.017651576,3.5804413793103445e-05
all2283,430,all2283,Q8YUQ2,WP_010996440,,,,,,Anti-sigma factor antagonist,,,,0.1716267825,0.0003991320523255814
alr3475,1543,alr3475,Q8YRH3,WP_010997625,,,,,,site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72),,,,0.23573217925,0.0001527752295852236
all2955,493,all2955,Q8YSX4,WP_010997106,,,,,,Two-component response regulator,,,,0.14395281025,0.0002919935299188641
all2316,955,all2316,Q8YUM4,WP_010996472,,,,,,Aldo/keto reductase,,,,0.12434433750000001,0.00013020349476439792
alr3844,1120,alr3844,Q8YQI3,WP_010997985,,,,,,Photosystem II assembly lipoprotein Ycf48,,,,0.08960754574999999,8.00067372767857e-05
alr4172,1546,alr4172,Q8YPM1,WP_010998311,,,,,,Alr4172 protein,,,,0.11508824474999998,7.444259039456661e-05
alr2142,835,alr2142,Q8YV39,WP_010996300,,,,,,Oxidoreductase,,,,0.14782633375,0.0001770375254491018
asl1937,352,asl1937,Q8YVN7,WP_010996101,,,,,,Asl1937 protein,,,,0.13463852925,0.0003824958217329545
all4883,1663,all4883,Q8YMQ0,WP_010999009,1.0,7.0,2.0,5.0,93.17875,"NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)",0.0,0.0,0.0,0.17090986724999999,0.00010277201879134094
alr4564,1282,alr4564,Q8YNK1,WP_010998696,,,,,,Transcriptional regulator,,,,0.20250019225000002,0.00015795646821372856
all4006,484,all4006,Q8YQ30,WP_010998146,,,,,,All4006 protein,,,,0.16702820325,0.00034509959349173554
all4972,640,all4972,Q8YMG2,WP_010999098,,,,,,All4972 protein,,,,0.20588879124999998,0.00032170123632812496
alr5081,454,alr5081,Q8YM59,WP_010999207,,,,,,Alr5081 protein,,,,0.227170655,0.0005003758920704846
