qseqid,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,anabaena_sp_pcc7120_pident,anabaena_sp_pcc7120_acc,nostoc_punctiforme_pcc73102_pident,nostoc_punctiforme_pcc73102_acc,anabaena_variabilis_atcc29413_pident,anabaena_variabilis_atcc29413_acc,nostoc_azollae_0708_pident,nostoc_azollae_0708_acc,nostoc_sp_pcc7524_pident,nostoc_sp_pcc7524_acc,crocosphaera_subtropica_atcc51142_pident,crocosphaera_subtropica_atcc51142_acc,cyanothece_sp_atcc51142_pident,cyanothece_sp_atcc51142_acc,crocosphaera_watsonii_wh8501_pident,crocosphaera_watsonii_wh8501_acc,gloeothece_sp_6803_pident,gloeothece_sp_6803_acc,cyanosphaera_ocelotica_wh8902_pident,cyanosphaera_ocelotica_wh8902_acc,arthrospira_platensis_nies39_pident,arthrospira_platensis_nies39_acc,arthrospira_maxima_cs-328_pident,arthrospira_maxima_cs-328_acc,lyngbya_aestuarii_bl0902_pident,lyngbya_aestuarii_bl0902_acc,limnothrix_planctonica_pcm8136_pident,limnothrix_planctonica_pcm8136_acc,trichodesmium_erythraeum_ims101_pident,trichodesmium_erythraeum_ims101_acc,synechocystis_sp_pcc6803_pident,synechocystis_sp_pcc6803_acc,synechococcus_elongatus_pcc7942_pident,synechococcus_elongatus_pcc7942_acc,prochlorococcus_marinus_mediterranei_pident,prochlorococcus_marinus_mediterranei_acc,cyanidioschyzon_merolae_10d_pident,cyanidioschyzon_merolae_10d_acc,gloeobacter_violaceus_pcc7421_pident,gloeobacter_violaceus_pcc7421_acc,avg_group_pident
nostoc_azollae_0708_tr|D7E0L1|D7E0L1_NOSA0,1,5,0,5,89.474,anabaena_sp_pcc7120_WP_010994618.1,90.152,nostoc_punctiforme_pcc73102_WP_012412589.1,89.474,anabaena_variabilis_atcc29413_tr|Q3M968|Q3M968_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0L1|D7E0L1_NOSA0,87.97,nostoc_sp_pcc7524_tr|K9QUT4|K9QUT4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,83.333,lyngbya_aestuarii_bl0902_tr|K8GKH2|K8GKH2_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,89.26750000000001
nostoc_azollae_0708_tr|D7E0M8|D7E0M8_NOSA0,1,7,2,5,89.508,anabaena_sp_pcc7120_WP_010994511.1,88.087,nostoc_punctiforme_pcc73102_WP_012412098.1,89.016,anabaena_variabilis_atcc29413_tr|Q3M9D6|Q3M9D6_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0M8|D7E0M8_NOSA0,88.852,nostoc_sp_pcc7524_tr|K9QKS5|K9QKS5_NOSS7,0.0,,0.0,,0.0,,80.464,gloeothece_sp_6803_tr|B7K867|B7K867_GLOC7,80.464,cyanosphaera_ocelotica_wh8902_tr|B7K867|B7K867_GLOC7,0,,0.0,,83.003,lyngbya_aestuarii_bl0902_tr|K8GGC3|K8GGC3_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,88.86574999999999
nostoc_azollae_0708_tr|D7E0N2|D7E0N2_NOSA0,0,5,0,5,81.34,anabaena_sp_pcc7120_WP_010994507.1,83.596,nostoc_punctiforme_pcc73102_WP_012411435.1,81.447,anabaena_variabilis_atcc29413_tr|Q3M3W5|Q3M3W5_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0N2|D7E0N2_NOSA0,81.806,nostoc_sp_pcc7524_tr|K9QLN5|K9QLN5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,82.04725
nostoc_azollae_0708_tr|D7E0N3|D7E0N3_NOSA0,0,5,0,5,82.779,anabaena_sp_pcc7120_WP_010994506.1,83.233,nostoc_punctiforme_pcc73102_WP_012411434.1,83.384,anabaena_variabilis_atcc29413_tr|Q3M3W6|Q3M3W6_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0N3|D7E0N3_NOSA0,82.733,nostoc_sp_pcc7524_tr|K9QMF1|K9QMF1_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,83.03225
nostoc_azollae_0708_tr|D7E0N6|D7E0N6_NOSA0,0,5,0,5,82.773,anabaena_sp_pcc7120_WP_010996061.1,81.933,nostoc_punctiforme_pcc73102_WP_012407422.1,83.193,anabaena_variabilis_atcc29413_tr|Q3M6L4|Q3M6L4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0N6|D7E0N6_NOSA0,84.874,nostoc_sp_pcc7524_tr|K9QMC0|K9QMC0_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,83.19325
nostoc_azollae_0708_tr|D7E0P3|D7E0P3_NOSA0,1,5,0,5,89.623,anabaena_sp_pcc7120_WP_010998539.1,91.038,nostoc_punctiforme_pcc73102_WP_012412697.1,90.094,anabaena_variabilis_atcc29413_tr|Q3MDF4|Q3MDF4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0P3|D7E0P3_NOSA0,91.981,nostoc_sp_pcc7524_tr|K9QLB2|K9QLB2_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,83.962,arthrospira_maxima_cs-328_tr|B5W032|B5W032_LIMMA,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.684
nostoc_azollae_0708_tr|D7E0Q1|D7E0Q1_NOSA0,0,5,0,5,82.903,anabaena_sp_pcc7120_WP_010996001.1,85.806,nostoc_punctiforme_pcc73102_WP_012409300.1,83.548,anabaena_variabilis_atcc29413_tr|Q3M3P5|Q3M3P5_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Q1|D7E0Q1_NOSA0,83.548,nostoc_sp_pcc7524_tr|K9QYF0|K9QYF0_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,83.95125
nostoc_azollae_0708_tr|D7E0Q2|D7E0Q2_NOSA0,2,10,5,5,81.628,anabaena_sp_pcc7120_WP_010996000.1,80.585,nostoc_punctiforme_pcc73102_WP_012409301.1,81.42,anabaena_variabilis_atcc29413_tr|Q3M3P4|Q3M3P4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Q2|D7E0Q2_NOSA0,81.42,nostoc_sp_pcc7524_tr|K9R098|K9R098_NOSS7,82.198,crocosphaera_subtropica_atcc51142_tr|B1X1S2|B1X1S2_CROS5,82.198,cyanothece_sp_atcc51142_tr|B1X1S2|B1X1S2_CROS5,82.418,crocosphaera_watsonii_wh8501_tr|Q4BW36|Q4BW36_CROWT,86.593,gloeothece_sp_6803_tr|B7K740|B7K740_GLOC7,86.593,cyanosphaera_ocelotica_wh8902_tr|B7K740|B7K740_GLOC7,0,,83.516,arthrospira_maxima_cs-328_tr|B5W8G4|B5W8G4_LIMMA,0.0,,0,,0,,0,,81.057,synechococcus_elongatus_pcc7942_sp|P29273|CRTI_SYNY3,0.0,,0,,0,,81.26325
nostoc_azollae_0708_tr|D7E0Q8|D7E0Q8_NOSA0,0,5,0,5,82.868,anabaena_sp_pcc7120_WP_044520586.1,83.426,nostoc_punctiforme_pcc73102_WP_012407323.1,82.868,anabaena_variabilis_atcc29413_sp|Q3M9C7|NU4C3_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Q8|D7E0Q8_NOSA0,83.24,nostoc_sp_pcc7524_tr|K9QLF5|K9QLF5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,83.1005
nostoc_azollae_0708_tr|D7E0R0|D7E0R0_NOSA0,3,10,5,5,93.015,anabaena_sp_pcc7120_WP_010997806.1,93.015,nostoc_punctiforme_pcc73102_WP_012407589.1,92.831,anabaena_variabilis_atcc29413_sp|Q3M704|CH601_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0R0|D7E0R0_NOSA0,91.927,nostoc_sp_pcc7524_tr|K9QVD7|K9QVD7_NOSS7,85.267,crocosphaera_subtropica_atcc51142_tr|B1WWH0|B1WWH0_CROS5,85.267,cyanothece_sp_atcc51142_tr|B1WWH0|B1WWH0_CROS5,85.635,crocosphaera_watsonii_wh8501_tr|Q4BVZ3|Q4BVZ3_CROWT,86.74,gloeothece_sp_6803_tr|B7KCB7|B7KCB7_GLOC7,86.74,cyanosphaera_ocelotica_wh8902_tr|B7KCB7|B7KCB7_GLOC7,0,,88.073,arthrospira_maxima_cs-328_tr|B5W5J1|B5W5J1_LIMMA,90.476,lyngbya_aestuarii_bl0902_tr|K8GF11|K8GF11_9CYAN,0,,0,,0,,86.372,synechococcus_elongatus_pcc7942_sp|Q05972|CH601_SYNY3,0.0,,0,,0,,92.697
nostoc_azollae_0708_tr|D7E0R1|D7E0R1_NOSA0,2,7,2,5,95.098,anabaena_sp_pcc7120_WP_010997805.1,93.137,nostoc_punctiforme_pcc73102_WP_012407590.1,95.098,anabaena_variabilis_atcc29413_tr|Q3M703|Q3M703_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0R1|D7E0R1_NOSA0,96.078,nostoc_sp_pcc7524_tr|K9QUC4|K9QUC4_NOSS7,0.0,,0.0,,0.0,,80.583,gloeothece_sp_6803_sp|B7KCB8|CH10_GLOC7,80.583,cyanosphaera_ocelotica_wh8902_sp|B7KCB8|CH10_GLOC7,0,,82.524,arthrospira_maxima_cs-328_tr|B5W5J2|B5W5J2_LIMMA,84.466,lyngbya_aestuarii_bl0902_tr|K8GIB3|K8GIB3_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,94.85275000000001
nostoc_azollae_0708_tr|D7E0R2|D7E0R2_NOSA0,1,5,0,5,98.667,anabaena_sp_pcc7120_WP_010997804.1,98.222,nostoc_punctiforme_pcc73102_WP_012407592.1,98.667,anabaena_variabilis_atcc29413_tr|Q3M702|Q3M702_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0R2|D7E0R2_NOSA0,98.667,nostoc_sp_pcc7524_tr|K9QUI3|K9QUI3_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,82.326,lyngbya_aestuarii_bl0902_tr|K8GNF1|K8GNF1_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,98.55575000000002
nostoc_azollae_0708_tr|D7E0R5|D7E0R5_NOSA0,0,5,0,5,86.916,anabaena_sp_pcc7120_WP_010994752.1,86.916,nostoc_punctiforme_pcc73102_WP_012409359.1,86.916,anabaena_variabilis_atcc29413_tr|Q3MGC8|Q3MGC8_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0R5|D7E0R5_NOSA0,89.72,nostoc_sp_pcc7524_tr|K9QTC4|K9QTC4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.61699999999999
nostoc_azollae_0708_tr|D7E0S5|D7E0S5_NOSA0,3,10,5,5,95.951,anabaena_sp_pcc7120_WP_010994306.1,94.737,nostoc_punctiforme_pcc73102_WP_012410020.1,95.951,anabaena_variabilis_atcc29413_tr|Q3MD15|Q3MD15_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0S5|D7E0S5_NOSA0,95.547,nostoc_sp_pcc7524_tr|K9R049|K9R049_NOSS7,86.179,crocosphaera_subtropica_atcc51142_tr|B1X108|B1X108_CROS5,86.179,cyanothece_sp_atcc51142_tr|B1X108|B1X108_CROS5,85.366,crocosphaera_watsonii_wh8501_tr|Q4C9J3|Q4C9J3_CROWT,92.704,gloeothece_sp_6803_tr|B7KHS4|B7KHS4_GLOC7,92.704,cyanosphaera_ocelotica_wh8902_tr|B7KHS4|B7KHS4_GLOC7,0,,89.7,arthrospira_maxima_cs-328_tr|B5W981|B5W981_LIMMA,90.0,lyngbya_aestuarii_bl0902_tr|K8GJ01|K8GJ01_9CYAN,0,,0,,0,,87.124,synechococcus_elongatus_pcc7942_sp|Q55890|RPAA_SYNY3,0.0,,0,,0,,95.54650000000001
nostoc_azollae_0708_tr|D7E0T2|D7E0T2_NOSA0,0,5,0,5,82.622,anabaena_sp_pcc7120_WP_044521778.1,83.413,nostoc_punctiforme_pcc73102_WP_012411496.1,82.464,anabaena_variabilis_atcc29413_tr|Q3M7E4|Q3M7E4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0T2|D7E0T2_NOSA0,82.698,nostoc_sp_pcc7524_tr|K9QM34|K9QM34_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,82.79925
nostoc_azollae_0708_tr|D7E0T3|D7E0T3_NOSA0,3,10,5,5,97.531,anabaena_sp_pcc7120_WP_010997613.1,98.765,nostoc_punctiforme_pcc73102_WP_012411495.1,97.531,anabaena_variabilis_atcc29413_sp|P0A411|PSAC_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0T3|D7E0T3_NOSA0,98.765,nostoc_sp_pcc7524_tr|K9QKS0|K9QKS0_NOSS7,95.062,crocosphaera_subtropica_atcc51142_sp|B1WYT0|PSAC_CROS5,95.062,cyanothece_sp_atcc51142_sp|B1WYT0|PSAC_CROS5,93.827,crocosphaera_watsonii_wh8501_tr|Q4C956|Q4C956_CROWT,96.296,gloeothece_sp_6803_sp|B7KFK8|PSAC_GLOC7,96.296,cyanosphaera_ocelotica_wh8902_sp|B7KFK8|PSAC_GLOC7,0,,92.593,arthrospira_maxima_cs-328_tr|B5VXY8|B5VXY8_LIMMA,97.531,lyngbya_aestuarii_bl0902_tr|K8GNX3|K8GNX3_9CYAN,0,,0,,0,,96.296,synechococcus_elongatus_pcc7942_sp|P32422|PSAC_SYNY3,0.0,,0,,0,,98.148
nostoc_azollae_0708_tr|D7E0T4|D7E0T4_NOSA0,0,5,0,5,85.737,anabaena_sp_pcc7120_WP_044523317.1,81.211,nostoc_punctiforme_pcc73102_WP_012408423.1,84.897,anabaena_variabilis_atcc29413_tr|Q3MAC7|Q3MAC7_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0T4|D7E0T4_NOSA0,85.945,nostoc_sp_pcc7524_tr|K9QZH8|K9QZH8_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.44749999999999
nostoc_azollae_0708_tr|D7E0T5|D7E0T5_NOSA0,0,5,0,5,85.635,anabaena_sp_pcc7120_WP_010998907.1,86.74,nostoc_punctiforme_pcc73102_WP_012408422.1,85.635,anabaena_variabilis_atcc29413_tr|Q3MAC8|Q3MAC8_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0T5|D7E0T5_NOSA0,85.083,nostoc_sp_pcc7524_tr|K9QYG9|K9QYG9_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.77324999999999
nostoc_azollae_0708_tr|D7E0T9|D7E0T9_NOSA0,0,5,0,5,86.792,anabaena_sp_pcc7120_WP_044523203.1,88.994,nostoc_punctiforme_pcc73102_WP_041565706.1,86.145,anabaena_variabilis_atcc29413_tr|Q3MBX2|Q3MBX2_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0T9|D7E0T9_NOSA0,86.478,nostoc_sp_pcc7524_tr|K9QYS3|K9QYS3_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.10225
nostoc_azollae_0708_tr|D7E0U7|D7E0U7_NOSA0,0,5,0,5,89.524,anabaena_sp_pcc7120_WP_010997962.1,85.714,nostoc_punctiforme_pcc73102_WP_012412030.1,88.095,anabaena_variabilis_atcc29413_tr|Q3MBY5|Q3MBY5_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0U7|D7E0U7_NOSA0,85.714,nostoc_sp_pcc7524_tr|K9QTV7|K9QTV7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.26174999999999
nostoc_azollae_0708_tr|D7E0U8|D7E0U8_NOSA0,3,10,5,5,96.694,anabaena_sp_pcc7120_WP_010997963.1,96.694,nostoc_punctiforme_pcc73102_WP_012412029.1,97.107,anabaena_variabilis_atcc29413_tr|Q3MBY6|Q3MBY6_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0U8|D7E0U8_NOSA0,96.694,nostoc_sp_pcc7524_tr|K9QUW6|K9QUW6_NOSS7,92.149,crocosphaera_subtropica_atcc51142_tr|B1WQP8|B1WQP8_CROS5,92.149,cyanothece_sp_atcc51142_tr|B1WQP8|B1WQP8_CROS5,91.736,crocosphaera_watsonii_wh8501_tr|Q4C818|Q4C818_CROWT,93.802,gloeothece_sp_6803_tr|B7KLK5|B7KLK5_GLOC7,93.802,cyanosphaera_ocelotica_wh8902_tr|B7KLK5|B7KLK5_GLOC7,0,,91.701,arthrospira_maxima_cs-328_tr|B5W8S0|B5W8S0_LIMMA,94.191,lyngbya_aestuarii_bl0902_tr|K8GGU7|K8GGU7_9CYAN,0,,0,,0,,90.987,synechococcus_elongatus_pcc7942_tr|P74314|P74314_SYNY3,0.0,,0,,0,,96.79725
nostoc_azollae_0708_tr|D7E0V0|D7E0V0_NOSA0,0,5,0,5,83.977,anabaena_sp_pcc7120_WP_010997964.1,86.1,nostoc_punctiforme_pcc73102_WP_012412028.1,84.2,anabaena_variabilis_atcc29413_tr|Q3MBY7|Q3MBY7_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0V0|D7E0V0_NOSA0,84.483,nostoc_sp_pcc7524_tr|K9QT56|K9QT56_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.69
nostoc_azollae_0708_tr|D7E0V5|D7E0V5_NOSA0,0,5,0,5,84.564,anabaena_sp_pcc7120_WP_010997969.1,83.66,nostoc_punctiforme_pcc73102_WP_012412017.1,84.106,anabaena_variabilis_atcc29413_sp|Q3MBZ3|RIMP_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0V5|D7E0V5_NOSA0,86.928,nostoc_sp_pcc7524_tr|K9QTW5|K9QTW5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.8145
nostoc_azollae_0708_tr|D7E0V6|D7E0V6_NOSA0,1,5,0,5,92.124,anabaena_sp_pcc7120_WP_010997970.1,92.958,nostoc_punctiforme_pcc73102_WP_012412016.1,92.0,anabaena_variabilis_atcc29413_tr|Q3MBZ4|Q3MBZ4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0V6|D7E0V6_NOSA0,95.674,nostoc_sp_pcc7524_tr|K9QUX7|K9QUX7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,84.224,lyngbya_aestuarii_bl0902_tr|K8GT97|K8GT97_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,93.189
nostoc_azollae_0708_tr|D7E0W9|D7E0W9_NOSA0,0,5,0,5,82.524,anabaena_sp_pcc7120_WP_010997742.1,85.16,nostoc_punctiforme_pcc73102_WP_012411999.1,84.189,anabaena_variabilis_atcc29413_tr|Q3M8B3|Q3M8B3_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0W9|D7E0W9_NOSA0,82.964,nostoc_sp_pcc7524_tr|K9QWU4|K9QWU4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,83.70925
nostoc_azollae_0708_tr|D7E0X3|D7E0X3_NOSA0,0,5,0,5,84.39,anabaena_sp_pcc7120_WP_190449811.1,85.024,nostoc_punctiforme_pcc73102_WP_012411480.1,84.39,anabaena_variabilis_atcc29413_tr|Q3M8C3|Q3M8C3_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0X3|D7E0X3_NOSA0,84.058,nostoc_sp_pcc7524_tr|K9QYM0|K9QYM0_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.46549999999999
nostoc_azollae_0708_tr|D7E0X4|D7E0X4_NOSA0,0,5,0,5,87.755,anabaena_sp_pcc7120_WP_010997731.1,89.286,nostoc_punctiforme_pcc73102_WP_012411481.1,86.735,anabaena_variabilis_atcc29413_tr|Q3M8C4|Q3M8C4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0X4|D7E0X4_NOSA0,89.286,nostoc_sp_pcc7524_tr|K9QXI5|K9QXI5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.2655
nostoc_azollae_0708_tr|D7E0Y0|D7E0Y0_NOSA0,0,5,0,5,85.312,anabaena_sp_pcc7120_WP_010998214.1,84.062,nostoc_punctiforme_pcc73102_WP_012411488.1,84.688,anabaena_variabilis_atcc29413_tr|Q3M8D2|Q3M8D2_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Y0|D7E0Y0_NOSA0,82.812,nostoc_sp_pcc7524_tr|K9QZ61|K9QZ61_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.2185
nostoc_azollae_0708_tr|D7E0Y2|D7E0Y2_NOSA0,0,5,0,5,85.507,anabaena_sp_pcc7120_WP_010998216.1,81.69,nostoc_punctiforme_pcc73102_WP_012411490.1,86.957,anabaena_variabilis_atcc29413_tr|Q3M8D4|Q3M8D4_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Y2|D7E0Y2_NOSA0,85.714,nostoc_sp_pcc7524_tr|K9QWS9|K9QWS9_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.967
nostoc_azollae_0708_tr|D7E0Y3|D7E0Y3_NOSA0,2,11,5,6,87.611,anabaena_sp_pcc7120_WP_010998217.1,88.496,nostoc_punctiforme_pcc73102_WP_012412199.1,87.611,anabaena_variabilis_atcc29413_tr|Q3M8D6|Q3M8D6_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Y3|D7E0Y3_NOSA0,86.726,nostoc_sp_pcc7524_tr|K9QW93|K9QW93_NOSS7,84.694,crocosphaera_subtropica_atcc51142_tr|B1WPZ8|B1WPZ8_CROS5,84.694,cyanothece_sp_atcc51142_tr|B1WPZ8|B1WPZ8_CROS5,84.694,crocosphaera_watsonii_wh8501_tr|Q4BYV0|Q4BYV0_CROWT,81.188,gloeothece_sp_6803_tr|B7KEM2|B7KEM2_GLOC7,81.188,cyanosphaera_ocelotica_wh8902_tr|B7KEM2|B7KEM2_GLOC7,0,,83.019,arthrospira_maxima_cs-328_tr|B5W6W0|B5W6W0_LIMMA,83.784,lyngbya_aestuarii_bl0902_tr|K8GLD0|K8GLD0_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,87.611
nostoc_azollae_0708_tr|D7E0Y7|D7E0Y7_NOSA0,0,5,0,5,86.146,anabaena_sp_pcc7120_WP_044523268.1,84.635,nostoc_punctiforme_pcc73102_WP_012412204.1,86.398,anabaena_variabilis_atcc29413_sp|Q3MDL2|DXR_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Y7|D7E0Y7_NOSA0,84.635,nostoc_sp_pcc7524_tr|K9QXU5|K9QXU5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.45349999999999
nostoc_azollae_0708_tr|D7E0Z2|D7E0Z2_NOSA0,0,5,0,5,80.571,anabaena_sp_pcc7120_WP_010998481.1,80.332,nostoc_punctiforme_pcc73102_WP_012410232.1,80.85,anabaena_variabilis_atcc29413_tr|Q3MDL8|Q3MDL8_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Z2|D7E0Z2_NOSA0,81.582,nostoc_sp_pcc7524_tr|K9QYX3|K9QYX3_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,80.83375
nostoc_azollae_0708_tr|D7E0Z5|D7E0Z5_NOSA0,2,5,0,5,88.095,anabaena_sp_pcc7120_WP_010998479.1,84.672,nostoc_punctiforme_pcc73102_WP_012410234.1,88.095,anabaena_variabilis_atcc29413_tr|Q3MDM0|Q3MDM0_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Z5|D7E0Z5_NOSA0,86.861,nostoc_sp_pcc7524_tr|K9QY26|K9QY26_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,80.645,arthrospira_maxima_cs-328_tr|B5W3X8|B5W3X8_LIMMA,0.0,,0,,0,,0,,86.239,synechococcus_elongatus_pcc7942_tr|Q55183|Q55183_SYNY3,0.0,,0,,0,,86.93074999999999
nostoc_azollae_0708_tr|D7E0Z8|D7E0Z8_NOSA0,4,10,5,5,97.638,anabaena_sp_pcc7120_WP_006196398.1,97.638,nostoc_punctiforme_pcc73102_WP_012410236.1,97.638,anabaena_variabilis_atcc29413_sp|Q3MDM2|RS12_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Z8|D7E0Z8_NOSA0,98.425,nostoc_sp_pcc7524_tr|K9QXV7|K9QXV7_NOSS7,93.548,crocosphaera_subtropica_atcc51142_sp|B1WQY7|RS12_CROS5,93.548,cyanothece_sp_atcc51142_sp|B1WQY7|RS12_CROS5,93.496,crocosphaera_watsonii_wh8501_tr|Q4C681|Q4C681_CROWT,92.683,gloeothece_sp_6803_sp|B7K837|RS12_GLOC7,92.683,cyanosphaera_ocelotica_wh8902_sp|B7K837|RS12_GLOC7,0,,94.231,arthrospira_maxima_cs-328_tr|B5W3X6|B5W3X6_LIMMA,94.309,lyngbya_aestuarii_bl0902_tr|K8GE70|K8GE70_9CYAN,0,,0,,0,,90.476,synechococcus_elongatus_pcc7942_sp|P74230|RS12_SYNY3,80.488,prochlorococcus_marinus_mediterranei_sp|A1BJ39|RS12_CHLPD,0,,0,,97.83475
nostoc_azollae_0708_tr|D7E0Z9|D7E0Z9_NOSA0,0,5,0,5,92.949,anabaena_sp_pcc7120_WP_010998477.1,94.231,nostoc_punctiforme_pcc73102_WP_012410237.1,92.949,anabaena_variabilis_atcc29413_sp|Q3MDM3|RS7_TRIV2,100.0,nostoc_azollae_0708_tr|D7E0Z9|D7E0Z9_NOSA0,93.59,nostoc_sp_pcc7524_tr|K9QYX6|K9QYX6_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,93.42975000000001
